contentId,name,brewery,price,description,imageUrl,oldId,purchaseUrl
wmjp8-uk,加藤酒造 越後屋 米ラベル 純米吟醸,価格,1333,<p>商品詳細 このお酒「越後屋米ラベル純米吟醸」は、5℃位の温度で良さが発揮されます。米の華やかな味わい、旨みを封じ込めました。よく冷やしてたお酒の温度が口の中でほんのり上がる時、瑞々しさと、甘酸っぱさが広がります。舌の上で馴染み、しなやかな味わいになり、喉を通ると軽やかに消えて行きます、鮮やかな味わいをお楽しみいただけます。 購入ページへ（外部サイト） その他商品一覧 飲める・買えるお店</p>,https://storage.googleapis.com/studio-cms-assets/projects/YPqrD0nkW5/s-500x500_webp_5a3dba32-3708-425e-935f-e084de59d732.jpg,WMjp8-UK,https://amzn.to/428ciNo
i9ymrdwt,越後美人　純米大吟醸酒,価格,3850,<p>商品詳細 「山田錦」を100％使用、精米歩合は40％で造りました。果樹のような華やかな香りと柔らかい酸味が感じられるお酒です。フルーティーな後味で、冷やしてお召し上がり頂くのがお勧めです。 購入ページへ（外部サイト） その他商品一覧 飲める・買えるお店 該当するリストがありません</p>,https://storage.googleapis.com/studio-cms-assets/projects/YPqrD0nkW5/s-412x550_webp_d23ab755-7922-450a-a34f-3a24f4cae108.jpg,I9YMRDwt,https://joetsu-shuzo.shop/?pid=169229283
njyqfbhv,越後美人 純米吟醸,価格,2629,"<p>商品詳細 新潟県産米の「越淡麗」と「越いぶき」を使って造りました。さらりとした味わいの中に、深いコクと、ふくらみのあるうまみが広がります。夏は少し冷やして、冬は人肌の燗でお楽しみください。 購入ページへ（外部サイト） その他商品一覧 越後美人（ECHIGO BIJIN） 越後美人　純米大吟醸酒 720ml ¥ 3,850 (税込) 越後美人（ECHIGO BIJIN） 越後美人 純米吟醸 720ml ¥ 2,629 (税込) 飲める・買えるお店 該当するリストがありません</p>",https://storage.googleapis.com/studio-cms-assets/projects/YPqrD0nkW5/s-750x750_v-fs_webp_cc4b586e-9021-4ed3-9def-8d13556ce80a.jpg,NJYQfBHV,https://a.r10.to/hkkrXk
9likintu,群亀 銀撰,価格,2560,<p>商品詳細 どんな料理とも相性抜群の定番の辛口。キレとコク、旨みのバランスがよく、冷や、ぬる燗、熱燗いずれもお楽しみいただけます。 購入ページへ（外部サイト） その他商品一覧 飲める・買えるお店 該当するリストがありません</p>,https://storage.googleapis.com/studio-cms-assets/projects/YPqrD0nkW5/s-400x400_webp_5d10ff82-5431-4c8c-977b-cac87325a97e.jpg,9LiKinTu,https://a.r10.to/hk6OZp
7agnmjsc,越後長岡藩　純米吟醸,価格,1254,"<p>商品詳細 厳選した国産米だけを使用して造った純米酒です。コクとキレのある飲み口をお楽しみいただけます。 購入ページへ（外部サイト） その他商品一覧 群亀（GUNKI） 群亀 銀撰 1800ml ¥ 2,560 (税込) 越後長岡藩（ECHIGO NAGAOKAHAN） 越後長岡藩　純米吟醸 720ml ¥ 1,254 (税込) 飲める・買えるお店 該当するリストがありません</p>",https://storage.googleapis.com/studio-cms-assets/projects/YPqrD0nkW5/s-500x500_webp_b5697816-3c72-4cc3-91fc-dcc4a43343b6.png,7agNMJsC,https://a.r10.to/hNd7uA
_5acsxce,越後 雪紅梅 純米大吟醸 越淡麗仕込,価格,5000,<p>商品詳細 契約栽培米「越淡麗」を小タンクで丹念に仕込んだ贅沢な逸品。気品ある華やかな香りと甘美な味わいが特徴です。 購入ページへ（外部サイト） その他商品一覧 飲める・買えるお店 該当するリストがありません</p>,https://storage.googleapis.com/studio-cms-assets/projects/YPqrD0nkW5/s-600x720_v-fs_webp_bbd14f90-cd49-43e8-9f14-121ab9882a49.png,_5ACsXCe,https://a.r10.to/h55uGj
x70x5vvx,越後雪紅梅 純米大吟醸,価格,2800,"<p>精米歩合 45% 商品詳細 口に含むと広がる上質な旨み。 芳醇にして優雅な香りを醸す品格ある味わい。 凛としたかぐわしさが印象的な辛口の純米大吟醸。 燗酒コンテスト2024 プレミアムぬる燗部門 金賞! 購入ページへ（外部サイト） その他商品一覧 越後 雪紅梅（ECHIGO SEKKOUBAI） 越後 雪紅梅 純米大吟醸 越淡麗仕込 720ml ¥ 5,000 (税込) 越後 雪紅梅（ECHIGO SEKKOUBAI） 越後雪紅梅 純米大吟醸 720ml ¥ 2,800 (税込) 飲める・買えるお店 該当するリストがありません</p>",https://storage.googleapis.com/studio-cms-assets/projects/YPqrD0nkW5/s-600x720_v-fs_webp_9dbd93c8-efc9-4381-9080-7d60a9c7c330.png,x70X5vVx,https://a.r10.to/hkSfUO
pjryp4mi,鮎正宗 純米酒,価格,1320,<p>商品詳細 マイルドで上品なタイプの純米酒。 やや甘口で、味わいに深みがあります。 購入ページへ（外部サイト） その他商品一覧 飲める・買えるお店 該当するリストがありません</p>,https://storage.googleapis.com/studio-cms-assets/projects/YPqrD0nkW5/s-640x640_26c1d137-4713-4197-8e97-8a8690681191.webp,pjrYP4mi,https://a.r10.to/hkj5Yz
paia79fd,鮎正宗　鮎　純米吟醸　金ラベル,価格,2200,"<p>商品詳細 「鮎正宗」の定番品、伝統の味わいを受け継ぐ純米吟醸。 香り高く、マイルドで上品な味わい。清涼感の後に深みを含んだ余韻が 広がります。 ※正規特約店限定品です。 購入ページへ（外部サイト） その他商品一覧 鮎正宗（AYUMASAMUNE） 鮎正宗 純米酒 720ml ¥ 1,320 (税込) 鮎（AYU） 鮎正宗　鮎　純米吟醸　金ラベル 720ml ¥ 2,200 (税込) 飲める・買えるお店</p>",https://storage.googleapis.com/studio-cms-assets/projects/YPqrD0nkW5/s-1200x800_v-fms_webp_1c36272d-83ef-4bb4-9209-0b61d8686668.png,PAIA79fd,https://a.r10.to/hNNC8t
wafymqqe,ヒメノイ calm(カーム) おりがらみ生氷温熟成,価格,1760,<p>商品詳細 蔵伝統のもち米四段仕込みのジューシーさを、最大限に引き出すと共に乳酸菌酵母の マイルドな酸味により、青リンゴのような味わいになるよう意識して造りました。 2024年2月にしぼったお酒を直汲見して氷温貯蔵庫で本年以上寝かせた上で出荷しています。 低温熟成ならではのマイルドな味わいとオリを絡ませたことによる旨みが絶妙にマッチしたお酒です。 購入ページへ（外部サイト） その他商品一覧 飲める・買えるお店 該当するリストがありません</p>,https://storage.googleapis.com/studio-cms-assets/projects/YPqrD0nkW5/s-624x832_v-fs_webp_6deba36a-f4b8-4a0e-9059-3bc05731d4f5.jpg,wafYmQqE,https://a.r10.to/hRCrcP
teugdf5e,至　純米吟醸　生原酒,価格,1958,<p>商品詳細 佐渡産の酒造好適米越淡麗を使用した純米吟醸の生原酒です。 至 純米吟醸 搾りたて生は、新酒らしいフレッシュ感と、厚みのある旨味、穏やかに広がる吟醸香を楽しめます。 新潟の酒造りにおいて、主力となる酒米は五百万石でした。 この米は割れやすく大吟醸には不向きという性質があり、他県産の山田錦を使わざるをえませんでした。 原料米・水・技術をすべて県内産で完結させる「オール新潟」をめざして開発された酒米が越淡麗（こしたんれい）です。 山田錦を母に、五百万石を父に持つこの酒米は、高精米に耐えタンパク質含有率が低いという特徴があります。 そのため、キレが良く柔らかな酒質が特徴です。 また吟醸造りのときの香りは、山田錦の血統をしっかりとうけついでいることを確認させてくれます。 米どころ新潟がプライドをかけて開発した酒造好適米越淡麗の実力を、とっくりとご堪能ください。 購入ページへ（外部サイト） その他商品一覧 飲める・買えるお店 該当するリストがありません</p>,https://storage.googleapis.com/studio-cms-assets/projects/YPqrD0nkW5/s-635x635_v-fs_webp_25a2b568-45aa-4b82-8c96-3873b72dae26.jpg,teugDf5e,https://a.r10.to/h5vOji
lrlfnvaq,蓬莱 純米吟醸 家伝手造り,価格,2998,<p>商品詳細 贅沢な米使いをする蓬莱の定番酒。派手さを求めず、気品ある素直な味わいの純米吟醸を目指した自信作です。 ＡＮＡ国際線ファーストクラスでも採用された、お米本来の香りと綺麗な味わいは、 合わせるお料理や場所を選ばず、幅広い世代にご好評いただいております。 購入ページへ（外部サイト） その他商品一覧 飲める・買えるお店 該当するリストがありません</p>,https://storage.googleapis.com/studio-cms-assets/projects/YPqrD0nkW5/s-1000x1000_v-fs_webp_62cd2bdf-8045-4a72-abaf-55b56df9e259.jpg,lrlfnVAq,https://a.r10.to/hNYfl3
xg5bfgeo,三井の寿 純米吟醸 山田錦 +14 大辛口,価格,1639,<p>商品詳細 珍しいダブルA面ラベルの日本酒です。 片面は日本酒らしい漢字の白ラベル、もう片面はマンガ「スラムダンク」の三井寿のユニフォームをイメージして日本酒度を+14で醸した赤ラベルです。 作者が「三井の寿」のファンで登場人物の名前に取り入れたことからのラベルデザイン。 山田錦を9号酵母で仕込み、辛口でありながらお米の旨味を残した純米吟醸です。 購入ページへ（外部サイト） その他商品一覧 飲める・買えるお店</p>,https://storage.googleapis.com/studio-cms-assets/projects/YPqrD0nkW5/s-500x500_webp_8b7d132b-ad83-4e0b-9731-9344cb5b4aa0.png,xg5BfGeo,https://a.r10.to/hNIF3K
jcknphvd,東洋美人 壱番纏 ( いちばんまとい ) 純米大吟醸,価格,3850,<p>商品詳細 「一番纏」は“いちばんまとい”と読み、 一番の晴れ着という思いを込めて名付けられました。 旨み・香り・キレ・きれいな酸が 絶妙にして最上のバランスを保っています。 限りない透明感とどこまでも続く深い余韻は 是非試して欲しい逸品です！ 長州産『山田錦』を40％まで磨き上げた純米大吟醸です。 一口飲むと思わず「旨い！」と言ってしまうお酒です。 非常に上品、エレガントで高貴な感じがあります。 ほのかに香る吟醸香とすべるような滑らかな舌触りが最高です！ 優しく柔らかく繊細で透明感があり、お米の旨みと上品な後口のキレ味が抜群です。 ゆっくり味わって飲むと癒してくれる、そんなお酒です。 購入ページへ（外部サイト） その他商品一覧 飲める・買えるお店 該当するリストがありません</p>,https://storage.googleapis.com/studio-cms-assets/projects/YPqrD0nkW5/s-699x699_v-fs_webp_a8455401-494b-4bbb-b21c-aba6d9fdcc7e.jpg,jcknPhvd,https://a.r10.to/h5PXEV
a-stjlhr,醸し人 九平次　別誂　純米大吟醸,価格,5500,<p>商品詳細 三ツ星レストランご用達の醸し人九平次最高峰の1本！ 九平次シリーズ最高峰の1本「別誂」！「別誂　べつあつらえ」は特別に注文して作るという意味、それだけこだわり抜いた逸品です。 パリ・三ツ星レストランでも求められた純米大吟醸酒をぜひお試しください！ 淡い柑橘系の香りの奥に果実の香りがかすかに漂い、山田錦のポテンシャルを感じる濃厚な甘味と旨味を兼ね備えつつ透明感と上品さを感じさせる味わいはさすがです。 微炭酸を感じさせ、余韻を残しつつ綺麗に収まる感じは、お酒の味わいを感じて頂きながら料理の邪魔をしない感じになってます。 また、温度帯・グラスで味わいが変わりますので是非お試しください！ 購入ページへ（外部サイト） その他商品一覧 飲める・買えるお店 該当するリストがありません</p>,https://storage.googleapis.com/studio-cms-assets/projects/YPqrD0nkW5/s-500x500_webp_7f350de9-75fa-4dea-90be-4f2f725dc25d.png,A-STjlHR,https://a.r10.to/h5sgVi
koil-s8c,59Takachiyo CHAPTER 15 純米吟醸 秋田酒こまち 無濾過 生原酒,価格,1870,"<p>商品詳細 日本全国の酒米を巻機山の伏流水と扁平精米で仕込む、ハイスペックな純米吟醸酒シリーズ。 今回使用する秋田酒こまちは、日本屈指の酒どころ秋田で1998年に生れた比較的新しい酒米です。 山田錦と美山錦の長所を受け継いだこの酒米は、香たかく上品で軽快な味わいがもちあじとなっています。 蔵元の手で最高の状態で醸されたこの一本、ぜひお試しください。 購入ページへ（外部サイト） その他商品一覧 たかちよ（TAKACHIYO） たかちよ STRAWBERRYMOON 扁平精... 720ml ¥ 1,980 (税込) 59Takachiyo 59Takachiyo CHAPTER 15 ... 720ml ¥ 1,870 (税込) 飲める・買えるお店</p>",https://storage.googleapis.com/studio-cms-assets/projects/YPqrD0nkW5/s-700x1000_v-fs_webp_d8828d5a-b71b-48a4-ae22-855596d172c2.jpg,KOIL-s8C,https://a.r10.to/hkzlJa
n24wodo0,あべ＋（プラス）,価格,2420,<p>商品詳細 新製品シリーズ「あべ+(プラス)」！ 「+(プラス)」には3つの意味が込められています。 1.自社で出た酒粕から製造した粕取焼酎を発酵中の日本酒にプラス。2.純米酒の良さと、蒸留酒である焼酎が融合。従来のあべシリーズに新しい味わいをプラス。3.阿部酒造の酒造りをさらに前進させるという意味でのプラス。 あべ+はロット毎で味わいをチューニング。今回は、焼酎由来のキレをしっかり感じる味わいです！ 天ぷらなどの揚げ物などと相性◎ 購入ページへ（外部サイト） その他商品一覧 飲める・買えるお店</p>,https://storage.googleapis.com/studio-cms-assets/projects/YPqrD0nkW5/s-500x500_webp_1adfb9d5-2b3d-44b5-90bf-fef1b3591a6c.png,N24wodo0,https://imadeya.co.jp/products/14637844332910
k4dlhpsa,龍神　ザ・ファースト・テイク　新酒　純米大吟醸　本生,価格,1980,<p>商品詳細 北海道の北竜町産「彗星」を入荷から最短で醸した新米新酒！ その年の新米の特性もわからぬまま仕込んだギャンブルスタートですが、一発採りならではの高い熱量と荒さとで仕込んだ限定品です！ 心地良い果実香を伴った甘味、彗星らしいジューシーさに、フレッシュな酸と香味一体の味わいが特徴です。 購入ページへ（外部サイト） その他商品一覧 飲める・買えるお店 該当するリストがありません</p>,https://storage.googleapis.com/studio-cms-assets/projects/YPqrD0nkW5/s-800x800_v-fs_webp_7416d6e7-2b87-43cb-8a49-4258467b2eef.jpg,k4DLHPSa,https://imadeya.co.jp/products/14636096651630?srsltid=AfmBOopw3WryQxJWDP4DYDfBxE1-QBr9xkgK7Z3gCTfUfTB-CNrORP-M
gucbsl0t,宝剣　純米酒　新酒しぼりたて　生酒,価格,1540,<p>商品詳細 宝剣酒造の新酒第一号。微量のガス感を伴った甘みと酸味のバランスが食を引き立てる、爽やかな搾りたてのお酒です。 喉越しやキレも抜群！辛口で鳴る宝剣の渾身作を是非ご賞味ください。 購入ページへ（外部サイト） その他商品一覧 飲める・買えるお店 該当するリストがありません</p>,https://storage.googleapis.com/studio-cms-assets/projects/YPqrD0nkW5/s-800x800_v-fs_webp_261fa48d-31b8-4a99-b5fa-5d4bc16a1031.jpg,GUCbSl0t,https://a.r10.to/hPSw7R
pnxxluaw,雅楽代（うたしろ）　雪下　生原酒　にごり,価格,3850,<p>商品詳細 新潟県佐渡市に蔵を構える天領盃酒造。「雅楽代（うたしろ）」は、蔵がある佐渡市加茂歌代から命名され「綺麗で軽くて、穏やかなお酒」をコンセプトに造られています。 「雪下（ゆきわたり）」は、毎年最初にリリースする冬の限定酒です。 冷やだとドライでほのかに甘味の膨らみがあり、キレ良く軽快な味わい。温度帯があがってくると、甘味が少しボリュームを出してくれます。 冷やして食中、温度帯が上がってしっぽりお酒を楽しむのがおすすめです！ ※要冷蔵 購入ページへ（外部サイト） その他商品一覧 飲める・買えるお店</p>,https://storage.googleapis.com/studio-cms-assets/projects/YPqrD0nkW5/s-800x800_v-fs_webp_06809f59-a101-4dc3-91c2-d66c0f7e06e1.jpg,PnxXluaW,
yplprqbn,仙禽　Hope！　希望（能登豪雨支援酒）,価格,1950,"<p>商品詳細 ＼HOPE！希望-Assemblage Miracle 合わさる奇跡-／ 2024年の幕開けと同時に発生した能登半島地震。復興への道筋が少しずつ見えていたにもかかわらず記録的な豪雨により、被災の上書きとなってしまいました。 被災地ではない場所では穏やかな日常を迎えることが出来ていますが、自然災害多き現代に置いてはいつ同じような状況になってもおかしくない現状です。 先の見えない世界の中、日々豊かに生活できていることに感謝しつつ、仙禽は未来をこの「Hope！」に託しました。 この商品の売上の一部は日本赤十字令和6年9月能登半島大雨災害義援金(石川県)に寄付されます。 お酒を通じて共に手を取り合いましょう！ 購入ページへ（外部サイト） その他商品一覧 仙禽（SENKIN） 仙禽　オーガニック・ナチュール　W 2025 ... 720ml ¥ 2,500 (税込) 仙禽（SENKIN） 仙禽　Hope！　希望（能登豪雨支援酒） 720ml ¥ 1,950 (税込) 飲める・買えるお店 該当するリストがありません</p>",https://storage.googleapis.com/studio-cms-assets/projects/YPqrD0nkW5/s-635x635_v-fs_webp_1275b6ed-b521-4981-b708-81c7c3ad1db6.jpg,YPlPRQbn,https://a.r10.to/hNBpyk
inb5gif0,土田　Meat Lovers Only,価格,2750,"<p>精米歩合 90% 商品詳細 「世界一肉に合う」をコンセプトに、完全会員制の低温調理肉と日本酒のペアリング専門店「29ON」とコラボして誕生した肉にぴったりの日本酒です。 自然環境まかせの特殊な日本酒醸造技術である「菩提もと」で十分に育った蔵付き（野生）酵母が「山廃もと」の過酷な環境でさらにパワフルに育ち、複雑かつ旨味が強い、肉にぴったりのお酒が誕生しました。 購入ページへ（外部サイト） その他商品一覧 シン・ツチダ シン・ツチダ 五百万石 720ml ¥ 1,700 (税込) 土田シリーズ（TSUCHIDA SERIES） 【IMADEYA限定】土田 生もと別誂 720ml ¥ 2,200 (税込) 土田シリーズ（TSUCHIDA SERIES） 土田 生もと 別誂 令和五酒造年度仕込み５号 720ml ¥ 2,800 (税込) 譽國光（HOMAREKOKKO） こうじの恵　石けん（100g） ml ¥ 700 (税込) 譽國光（HOMAREKOKKO） こうじの恵　トライアルセット 0ml ¥ 1,100 (税込) 飲める・買えるお店</p>",https://storage.googleapis.com/studio-cms-assets/projects/YPqrD0nkW5/s-800x800_v-fs_webp_9bdd0e07-80ec-44ae-8151-71ab8738fd01.jpg,iNB5GIf0,https://imadeya.co.jp/products/8387782443173?srsltid=AfmBOoppWpdSqXhHBp4wj4PvS5Hkm2ZI4j8Aw-OnF-I4T0ptC-hELMv4
whspsacj,作　純米吟醸　インプレッション　M　2024,価格,2035,"<p>商品詳細 火入れでありながらもまるで絞りたての生酒のような、フレッシュな香味や風味をできるだけ再現する原酒を造れないかと試行錯誤を重ねて生まれた「インプレッションシリーズ」。 開栓時にはフレッシュで華やかな香りと微炭酸が心地よく口中を刺激します。 アルファベットはベースにしている酒の頭文字です。こちらは「M／恵乃智」です。 それぞれの味わいの違いをお楽しみいただけます。よく冷やしてお召し上がりください。 購入ページへ（外部サイト） その他商品一覧 作（ZAKU） 作（ざく） 雅乃智 中取り 750ml ¥ 2,640 (税込) 作（ZAKU） 作　純米吟醸　インプレッション　M　2024 750ml ¥ 2,035 (税込) 飲める・買えるお店 該当するリストがありません</p>",https://storage.googleapis.com/studio-cms-assets/projects/YPqrD0nkW5/s-800x800_v-fs_webp_9dda3c93-2578-442b-9a01-243b63a04e50.jpg,WHsPsACJ,https://a.r10.to/h5yUVi
x8mtyiix,惣誉　新・純米酒　低アルコール,価格,1496,<p>商品詳細 「地の酒に生きる」を理念に掲げ、地元の食卓にいつも並ぶ酒を理想としている惣誉酒造から、初のアルコール度数「13度」の低アルコール酒が発売！ 生もとで仕込み、味わいに厚みをもたせ「残糖感」や「甘酸っぱさ」などはない辛口の仕上がりに。旨味がありつつも軽やかで盃が進みます。 様々なお料理を引き立たせる「新・純米酒」をぜひお楽しみください。 購入ページへ（外部サイト） その他商品一覧 飲める・買えるお店 該当するリストがありません</p>,https://storage.googleapis.com/studio-cms-assets/projects/YPqrD0nkW5/s-800x800_v-fs_webp_aa2633d6-8ed1-46f9-9628-e13e01bb0593.jpg,X8MTyIIx,https://imadeya.co.jp/products/8321671659685?variant=42693067079845
i7yae4eu,浅間山　純米　大辛口　生酒,価格,1782,<p>商品詳細 「浅間山 大辛口」のテーマは活火山としての浅間山。日本酒ならではの米の旨味とキレを楽しんでいただけるよう、ボリュームのある味わいを醸し出す長野県東御市八重原産「ひとごこち」を使用しています。新酒ならではのフレッシュ感と軽快な柑橘系の香りが爽やかに広がります。スパッとキレのある後口で、さまざまな食事との相性がよく、素材の味わいを引き立ててくれます。 購入ページへ（外部サイト） その他商品一覧 飲める・買えるお店 該当するリストがありません</p>,https://storage.googleapis.com/studio-cms-assets/projects/YPqrD0nkW5/s-800x800_v-fs_webp_f0146100-383e-46f3-bca5-589609d43cdc.jpg,i7yAe4EU,https://a.r10.to/hP6tjE
rifykha8,一ノ蔵 特別純米 超辛口,価格,2715,"<p>商品詳細 超辛口らしい清涼感と軽快でシャープな味わいが特徴。程よい酸味と苦味、そして後味のキレが超辛口らしさを醸し出します。清流を思わせる清々しい華やかな香りが全体の香りを引き締めます。料理の味も引き立てる、飲み応えある特別純米酒をお楽しみください。 購入ページへ（外部サイト） その他商品一覧 一ノ蔵（ICHINOKURA） 一ノ蔵 Madena（までな） 720ml ¥ 6,000 (税込) 一ノ蔵（ICHINOKURA） 一ノ蔵 特別純米 超辛口 1800ml ¥ 2,715 (税込) 飲める・買えるお店 該当するリストがありません</p>",https://storage.googleapis.com/studio-cms-assets/projects/YPqrD0nkW5/s-560x560_webp_dc14317e-8003-427b-83f1-47e9a5a0f1bf.jpg,rIFYKha8,https://a.r10.to/hkYp6q
1cqimjnn,土田 研究醸造Data33 Tsuchida12 7号酵母仕込,価格,2017,"<p>商品詳細 定番のTsuchida12(6号酵母)と同じ仕込みでありながら、7号酵母を使用することで、7号らしい独自の個性を引き出した特別な日本酒に。 低アルコールで、夏に飲むには最適。氷入れても味がへたらないです。度数が低くても水っぽい薄さはなく、甘さも酸味もしっかりとあります。 日本酒初心者な方ほどオススメ。軽くて飲みやすいため、飲む方を選ばず、友人や家族との集まり、特別なディナー、飲み会など、様々なシーンでおすすめしやすい1本です。 購入ページへ（外部サイト） その他商品一覧 シン・ツチダ シン・ツチダ 五百万石 720ml ¥ 1,700 (税込) 土田シリーズ（TSUCHIDA SERIES） 【IMADEYA限定】土田 生もと別誂 720ml ¥ 2,200 (税込) 土田シリーズ（TSUCHIDA SERIES） 土田 生もと 別誂 令和五酒造年度仕込み５号 720ml ¥ 2,800 (税込) 譽國光（HOMAREKOKKO） こうじの恵　石けん（100g） ml ¥ 700 (税込) 譽國光（HOMAREKOKKO） こうじの恵　トライアルセット 0ml ¥ 1,100 (税込) 飲める・買えるお店 該当するリストがありません</p>",https://storage.googleapis.com/studio-cms-assets/projects/YPqrD0nkW5/s-1000x1000_v-fs_webp_c87cc0e2-57fa-413e-be32-4b2e1bad1c8d.png,1CqimjnN,https://imadeya.co.jp/products/8791397335205?srsltid=AfmBOorRMCZ2N-TLgfIBDe-VTNY8Z94R8oYxYiSyfgB1vSCaaqHSdzhF
q5rfeudj,浦里 純米吟醸 生もと,価格,1980,<p>商品詳細 銘柄「霧筑波」「浦里」を醸す、茨城県つくば市に蔵を構える浦里酒造店。「浦里」は6代目蔵元 浦里知可良氏が醸すブランドです。 こちらは、茨城県産の「五百万石」を生もと仕込で醸した純米吟醸酒です。 厳密に管理された生もとは、速醸以上に綺麗な酒質で幅のある味わいになるそう！ 生もとの微生物の遷移が広大な宇宙の営みの様であること、つくば市はJAXAが所在するなど宇宙研究が盛んな街であることから、宇宙をモチーフにしたラベルになっています。 購入ページへ（外部サイト） その他商品一覧 飲める・買えるお店 該当するリストがありません</p>,https://storage.googleapis.com/studio-cms-assets/projects/YPqrD0nkW5/s-800x800_v-fs_webp_7847a731-a7ef-4518-a554-cefcd1eeb1d1.jpg,q5RfEuDj,https://a.r10.to/hk3WgU
votu3f_g,能登の酒を止めるな！奥能登の白菊 2本セット,価格,6600,"<p>商品詳細 油長酒造×白藤酒造！ 能登のお酒を応援！なスペシャル日本酒セット 今年一月に発生した能登半島震災より9か月。 今でも尚、復興に励んでいる方々が多くいらっしゃいます。 今年6月、支援を試みた奈良県の油長酒造さんは、「奥能登の白菊」を醸す白藤酒造店さんが、被災によって醸すことの出来なかったお米を用いて、スペシャルな日本酒を醸しました。 豪華2本立てでお届け。 お酒はいずれも、被災を逃れた山田錦を使用し、50％まで磨いています。 ①奥能登の白菊 オリジナルレシピ再現酒 こちらは、金沢酵母×軟水×火入れ 「奥能登の白菊 純米大吟醸（一回火入）」を再現。 「風の森では仕込水が通常は超硬水の為、今回は輪島の仕込の硬度に調整し軟水仕込みに。 日本清酒発祥の地、奈良で醸す「奥能登の白菊」です。 ②奥能登の白菊 ＃風の森 コラボレーション醸造酒 こちらは、金沢酵母×超硬水×生 通常は7号酵母のみで醸す「風の森」では初めて、石川県を代表する「金沢酵母」を使用。 オリジナル版が「軟水・火入」に対し、コラボ版は「超硬水・生酒」でお届けします。 油長酒造に白藤酒造さんが訪問し、一緒に醸造。 原材料も技術もテロワールも、全てが2社コラボのとっておきのお酒でございます。 ぜひお酒をお楽しみ頂き、ご支援をよろしくお願いいたします。 数量限定のため、ぜひこの機会をお見逃しなく！ 購入ページへ（外部サイト） その他商品一覧 風の森（KAZE NO MORI） 風の森 ALPHA1 DRY 次章への鍵 720ml ¥ 1,496 (税込) 風の森（KAZE NO MORI） 能登の酒を止めるな！奥能登の白菊 2本セット 720ml ¥ 6,600 (税込) 風の森（KAZE NO MORI） 風の森 山田錦 807 生酒 720ml ¥ 1,496 (税込) 風の森（KAZE NO MORI） 風の森 秋津穂 657 生酒 720ml ¥ 1,397 (税込) 風の森（KAZE NO MORI） 風の森 秋津穂 507 生酒 720ml ¥ 1,798 (税込) 飲める・買えるお店 該当するリストがありません</p>",https://storage.googleapis.com/studio-cms-assets/projects/YPqrD0nkW5/s-1000x1000_v-fs_webp_e55d200a-9440-487c-8aa1-35af386cca54.png,vOtU3F_g,https://imadeya.co.jp/products/11390056792430?srsltid=AfmBOooMW3JW41k3eBJwiaVwk8VSjV1zRTuRKS13rUglF5pl4yvnXJ5M
7jgxk0p_,萩の鶴 グラデーション 秋Ver,価格,1980,<p>商品詳細 令和2年に誕生した宮城の新しい酒米「吟のいろは」を使用した今期のチャレンジタンクの限定商品！ 全量宮城県産吟のいろはを使用し、仕込水の一部に贅沢に日本酒を使用した日本酒度-32の極甘口酒です。 先入観無しで楽しんでほしいと特定名称・精米歩合は非公開。香り、甘み、酸味、旨味が鮮やかなグラデーションのように移ろいゆく心地よさが楽しめます。 購入ページへ（外部サイト） その他商品一覧 飲める・買えるお店</p>,https://storage.googleapis.com/studio-cms-assets/projects/YPqrD0nkW5/s-1000x1000_v-fs_webp_804ce429-d36c-477f-b4e1-a2705cb892c7.png,7jgxk0p_,https://imadeya.co.jp/products/14621925933422?srsltid=AfmBOooyVV4gH4kLqODCvoduZ9c7huz6MnvLliDEWC7E0G8ZQHXSRKut
fu5uj2qm,月の井 純米ひやおろし,価格,1540,<p>商品詳細 「素材を活かした酒造り」をテーマに、洗米に始まり麹や酒母、全てにおいて手間を惜しまず、今までの「月の井」の良さを活かしたまま、更にインパクトのある他に無いお酒を生み出しています。 こちらは、茨城県唯一の酒米「ひたち錦」を使用した秋のお酒。 お米の旨味を十分に感じる、飲みごたえのある逸品です。冷やすとサッパリとキレのある味わいですが、60 度以上の熱々燗も味幅が広がりオススメです。 購入ページへ（外部サイト） その他商品一覧 飲める・買えるお店 該当するリストがありません</p>,https://storage.googleapis.com/studio-cms-assets/projects/YPqrD0nkW5/s-833x675_v-fs_webp_7011a45b-2440-4969-b97a-014251a229dc.png,FU5Uj2qM,https://shop.tsukinoi.co.jp/item/sake_category/seisyu/zyunmai/3by_hiyaoroshi720/
